incident_id,case_number,report_date,report_time,occurred_date,occurred_time,crime_type,crime_category,ucr_code,crime_severity,premises_type,location_description,latitude,longitude,district,beat,neighborhood,zip_code,ward,victim_count,victim_age_group,victim_gender,victim_race,suspect_count,suspect_age_group,suspect_gender,suspect_race,arrest_made,arrest_date,charges_filed,case_status,clearance_type,weapon_used,domestic_related,gang_related,hate_crime,property_damage,estimated_loss,stolen_vehicles,recovered_property,officer_id,responding_officers,investigation_hours,witnesses,evidence_collected,video_footage,day_of_week,time_category,season,month,year,is_holiday,weather,temperature_f,reported_by,priority_level,arrest_date_status,arrest_status
INC00001141,2023-001141,2023-07-16,10:59:00,2023-07-13,03:07:00,Domestic Violence,Other,5K,Felony,Office,8530 Maple St,40.534548,-73.940744,East,5D,Harbor District,85688,4,3,65+,Unknown,Unknown,2,Unknown,Unknown,Unknown,No,,No,Suspended,Unknown,Unknown,No,Yes,No,No,0,0,No,OFF0016,2,177,2,No,Yes,Tuesday,Night,Summer,July,2023,No,Cloudy,53,Officer,High,Not Applicable / Pending,Not Applicable
INC00001142,2023-001142,2023-11-27,18:21:00,2023-11-27,03:32:00,Arson,Other,2U,Misdemeanor,Bank,4834 Elm St,40.908817,-73.944839,South,12E,Hillside,68862,10,2,35-44,Unknown,White,3,55+,Female,Other,Yes,2023-12-24,Yes,Closed - Unfounded,Exceptional,Unknown,No,No,No,Yes,27047,0,Yes,OFF0447,3,38,3,Yes,Yes,Wednesday,Night,Fall,November,2023,No,Snow,85,Officer,Medium,Recorded,Completed
INC00001143,2023-001143,2023-05-11,15:51:00,2023-05-08,05:13:00,Sexual Assault,Violent,3Z,Infraction,Restaurant,6612 Maple St,40.945371,-74.197512,North,2C,Midtown,80536,6,2,55-64,Male,Black,3,25-34,Unknown,Asian,No,,Yes,Closed - Arrested,Unknown,Unknown,No,Yes,No,No,9392,0,No,OFF0072,1,15,4,Yes,Yes,Saturday,Morning,Spring,May,2023,No,Cloudy,71,Third Party,Medium,Not Applicable / Pending,Not Applicable
INC00001144,2023-001144,2023-01-03,10:23:00,2022-12-28,07:52:00,Vandalism,Other,8T,Infraction,Hospital,1113 Main St,40.648322,-74.017409,Suburbs,10D,Oak Park,98921,2,1,35-44,Unknown,Asian,1,35-44,Unknown,Unknown,Yes,,No,Closed - Unfounded,Unfounded,Unknown,No,No,No,No,32306,0,Yes,OFF0445,1,31,3,No,Yes,Thursday,Morning,Winter,January,2023,No,Rain,77,Third Party,Medium,Not Applicable / Pending,Pending
INC00001145,2023-001145,2023-12-07,00:41:00,2023-12-03,18:42:00,Cybercrime,Other,6Q,Infraction,Gas Station,395 Main St,40.892659,-73.756547,Downtown,18E,Northgate,20689,13,3,55-64,Female,Asian,0,Unknown,Unknown,Unknown,Yes,2024-02-12,No,Closed - Unfounded,Unknown,Unknown,No,No,No,No,7760,0,Yes,OFF0450,1,161,4,Yes,Yes,Saturday,Evening,Winter,December,2023,No,Snow,78,Anonymous,Medium,Recorded,Completed
INC00001146,2023-001146,2022-12-31,00:15:00,2022-12-27,02:10:00,DUI,Other,6U,Misdemeanor,Commercial,7318 Elm St,40.871443,-73.986339,South,19D,Midtown,63094,10,1,35-44,Female,White,2,Unknown,Female,Hispanic,Yes,,No,Under Investigation,Unknown,Unknown,No,No,No,No,20967,0,Yes,OFF0171,2,115,1,No,Yes,Monday,Night,Winter,January,2023,No,Rain,47,Anonymous,High,Not Applicable / Pending,Pending
INC00001147,2023-001147,2023-04-25,10:15:00,2023-04-20,08:07:00,Homicide,Violent,8O,Felony,Other,8827 Pine St,40.469179,-74.188602,West,19D,Southview,66120,15,1,45-54,Male,Unknown,0,55+,Female,Other,No,,Yes,Under Investigation,Unknown,Other,No,No,Yes,No,0,0,No,OFF0326,1,94,3,Yes,Yes,Thursday,Morning,Spring,April,2023,No,Snow,57,Third Party,Medium,Not Applicable / Pending,Not Applicable
INC00001148,2023-001148,2023-03-26,00:10:00,2023-03-21,16:17:00,Sexual Assault,Violent,8Y,Infraction,School,5068 Oak St,40.464272,-73.950602,Suburbs,6A,Harbor District,48186,12,2,65+,Male,Black,1,Unknown,Unknown,Asian,Yes,,No,Open,Unfounded,Unknown,Yes,No,No,No,0,0,Yes,OFF0477,1,145,4,Yes,No,Tuesday,Afternoon,Spring,March,2023,No,Fog,85,Witness,Low,Not Applicable / Pending,Pending
INC00001149,2023-001149,2023-10-08,20:26:00,2023-10-03,03:03:00,Theft,Property,3B,Felony,Street,2416 Maple St,40.863498,-73.833851,South,13D,Northgate,14973,12,4,18-24,Female,Hispanic,3,Unknown,Unknown,Unknown,Yes,2023-10-27,No,Closed - Arrested,Unknown,Firearm,No,No,No,Yes,0,0,No,OFF0226,2,29,2,No,No,Tuesday,Night,Fall,October,2023,No,Clear,72,Witness,Low,Recorded,Completed
INC00001150,2023-001150,2023-03-26,02:30:00,2023-03-26,15:33:00,Drug Offense,Other,5Z,Felony,Restaurant,9060 Pine St,40.713649,-73.834359,West,1B,Hillside,36976,12,2,35-44,Male,Other,2,Unknown,Unknown,Unknown,Yes,2023-04-03,No,Closed - Unfounded,Exceptional,Unknown,No,No,No,No,0,0,No,OFF0284,2,23,0,Yes,Yes,Tuesday,Afternoon,Spring,March,2023,No,Rain,80,Witness,Low,Recorded,Completed
INC00001151,2023-001151,2023-06-21,06:37:00,2023-06-19,06:51:00,Robbery,Property,9E,Felony,Restaurant,5250 Pine St,40.626691,-73.868027,West,13D,Midtown,56613,7,4,45-54,Male,Hispanic,3,0-17,Female,Other,No,,No,Open,Exceptional,Unknown,No,No,No,No,22153,0,Yes,OFF0369,3,105,0,Yes,No,Friday,Morning,Summer,June,2023,No,Snow,55,Third Party,High,Not Applicable / Pending,Not Applicable
INC00001152,2023-001152,2023-06-08,04:23:00,2023-06-03,14:21:00,Theft,Property,1B,Felony,Gas Station,7795 Pine St,40.602872,-73.887366,Downtown,14A,Harbor District,32473,8,4,0-17,Male,Black,3,Unknown,Female,Hispanic,No,,No,Closed - Arrested,Unknown,Other,No,No,Yes,Yes,0,0,No,OFF0432,3,127,3,Yes,Yes,Saturday,Afternoon,Summer,June,2023,No,Snow,66,Officer,High,Not Applicable / Pending,Not Applicable
INC00001153,2023-001153,2023-08-14,14:17:00,2023-08-11,10:09:00,Drug Offense,Other,3A,Felony,Residence,4283 Oak St,40.703249,-74.131356,South,18E,Southview,39891,8,2,45-54,Male,Unknown,3,Unknown,Female,Other,No,,No,Closed - Arrested,Unfounded,Unknown,No,No,No,No,0,0,Yes,OFF0006,1,134,2,No,No,Wednesday,Morning,Summer,August,2023,No,Fog,41,Witness,Low,Not Applicable / Pending,Not Applicable
INC00001154,2023-001154,2023-11-30,00:46:00,2023-11-28,04:19:00,DUI,Other,9L,Felony,Gas Station,7778 Cedar St,40.776177,-73.812408,Suburbs,3D,Eastbrook,25351,7,3,25-34,Female,Other,3,Unknown,Unknown,Unknown,Yes,,Yes,Under Investigation,Unknown,Unknown,Yes,No,Yes,No,0,0,No,OFF0384,1,20,1,Yes,Yes,Saturday,Night,Winter,December,2023,No,Clear,83,Officer,High,Not Applicable / Pending,Pending
INC00001155,2023-001155,2023-01-22,18:01:00,2023-01-17,03:01:00,Arson,Other,2O,Felony,Other,2184 Oak St,40.879118,-74.23361,West,1A,Eastbrook,43728,15,4,Unknown,Unknown,Hispanic,2,25-34,Unknown,Asian,No,,No,Suspended,Unfounded,Unknown,No,No,No,No,0,0,No,OFF0208,1,94,0,No,No,Tuesday,Night,Winter,January,2023,No,Fog,57,Third Party,Low,Not Applicable / Pending,Not Applicable
INC00001156,2023-001156,2023-11-05,15:53:00,2023-11-01,16:15:00,Domestic Violence,Other,3C,Misdemeanor,Restaurant,2243 Pine St,40.873768,-74.218966,Downtown,7A,Hillside,11555,11,1,Unknown,Male,Unknown,3,Unknown,Female,Hispanic,No,,No,Closed - Arrested,Unfounded,Unknown,No,No,No,No,1365,0,No,OFF0395,3,110,3,Yes,Yes,Tuesday,Afternoon,Fall,November,2023,No,Cloudy,41,Third Party,High,Not Applicable / Pending,Not Applicable
INC00001157,2023-001157,2023-08-14,20:57:00,2023-08-13,01:01:00,Arson,Other,7M,Misdemeanor,Commercial,4607 Oak St,40.856391,-73.921246,East,5C,Eastbrook,65723,10,4,0-17,Female,White,0,Unknown,Male,Hispanic,No,,No,Under Investigation,Arrest,Other,Yes,Yes,No,Yes,0,0,No,OFF0236,3,21,0,No,No,Wednesday,Night,Summer,August,2023,No,Snow,48,Victim,Low,Not Applicable / Pending,Not Applicable
INC00001158,2023-001158,2023-11-25,09:17:00,2023-11-25,15:16:00,Vandalism,Other,7H,Felony,Residence,161 Elm St,40.576582,-74.132449,Suburbs,9B,Harbor District,21739,15,4,18-24,Female,Asian,0,0-17,Unknown,Other,Yes,,No,Closed - Cleared,Arrest,Unknown,No,No,No,No,0,0,No,OFF0297,3,119,2,Yes,Yes,Monday,Afternoon,Fall,November,2023,No,Fog,78,Anonymous,Low,Not Applicable / Pending,Pending
INC00001159,2023-001159,2023-06-07,07:25:00,2023-06-05,23:44:00,Weapons Violation,Other,7H,Misdemeanor,Convenience Store,129 Cedar St,40.864785,-74.10074,Downtown,10A,Riverside,76930,14,1,35-44,Female,White,2,18-24,Unknown,Unknown,Yes,,Yes,Closed - Cleared,Unknown,Unknown,Yes,No,Yes,No,21543,0,No,OFF0480,2,57,4,Yes,No,Friday,Night,Summer,June,2023,No,Fog,68,Officer,Medium,Not Applicable / Pending,Pending
INC00001160,2023-001160,2023-10-26,19:52:00,2023-10-19,07:24:00,Theft,Property,5Q,Felony,Street,4219 Cedar St,40.744287,-74.185403,North,3B,Northgate,24842,14,2,25-34,Unknown,White,1,Unknown,Male,Unknown,No,,No,Open,Exceptional,Unknown,No,No,No,No,0,0,No,OFF0168,1,9,2,No,Yes,Saturday,Morning,Fall,October,2023,No,Cloudy,71,Third Party,Low,Not Applicable / Pending,Not Applicable
INC00001161,2023-001161,2023-04-26,19:01:00,2023-04-20,16:07:00,Theft,Property,7S,Felony,Park,7655 Elm St,40.753754,-74.25348,West,12B,Downtown Core,67520,8,3,18-24,Female,Hispanic,3,Unknown,Unknown,Unknown,No,,No,Closed - Arrested,Arrest,Unknown,Yes,No,No,No,25883,0,No,OFF0058,3,189,4,Yes,Yes,Friday,Afternoon,Spring,April,2023,No,Rain,75,Witness,Medium,Not Applicable / Pending,Not Applicable
INC00001162,2023-001162,2023-02-26,04:07:00,2023-02-26,18:27:00,Domestic Violence,Other,9Z,Misdemeanor,Restaurant,7471 Elm St,40.954322,-74.170976,West,4C,Hillside,73492,12,2,35-44,Unknown,Hispanic,3,25-34,Unknown,Hispanic,Yes,2023-04-10,Yes,Closed - Unfounded,Unknown,Unknown,No,No,No,Yes,41362,0,No,OFF0156,1,117,4,No,No,Tuesday,Evening,Winter,February,2023,No,Rain,73,Third Party,High,Recorded,Completed
INC00001163,2023-001163,2023-06-30,20:53:00,2023-06-30,14:34:00,Theft,Property,1R,Misdemeanor,Hospital,4473 Elm St,40.95075,-73.930871,East,20D,Northgate,62928,13,1,45-54,Male,Unknown,1,Unknown,Unknown,Unknown,No,,Yes,Suspended,Exceptional,Other,No,No,No,No,0,0,No,OFF0140,1,39,4,No,Yes,Sunday,Afternoon,Summer,July,2023,No,Snow,49,Anonymous,Medium,Not Applicable / Pending,Not Applicable
INC00001164,2023-001164,2023-03-20,12:19:00,2023-03-15,02:02:00,Drug Offense,Other,5R,Felony,Street,1545 Pine St,40.833175,-73.785557,Suburbs,15D,Eastbrook,38928,10,3,0-17,Male,Hispanic,0,Unknown,Unknown,Asian,Yes,,Yes,Open,Unknown,Firearm,No,No,No,Yes,8035,0,No,OFF0041,3,91,0,No,Yes,Wednesday,Night,Spring,March,2023,No,Clear,40,Victim,Medium,Not Applicable / Pending,Pending
INC00001165,2023-001165,2023-03-04,10:46:00,2023-02-26,02:19:00,Theft,Property,7D,Felony,Residence,9988 Pine St,40.901441,-73.759029,Suburbs,16C,Downtown Core,67723,11,2,45-54,Unknown,Asian,2,Unknown,Female,Unknown,Yes,2023-03-21,No,Closed - Unfounded,Exceptional,Unknown,No,No,No,Yes,29615,0,No,OFF0297,3,153,4,Yes,Yes,Monday,Night,Spring,March,2023,No,Fog,58,Victim,High,Recorded,Completed
INC00001166,2023-001166,2023-11-18,12:06:00,2023-11-16,05:08:00,Arson,Other,5N,Infraction,Transit,3021 Main St,40.63019,-73.910755,West,12D,Midtown,10246,11,4,65+,Male,Other,0,0-17,Unknown,Other,Yes,2023-12-05,Yes,Closed - Cleared,Exceptional,Unknown,No,No,No,No,21572,0,No,OFF0089,3,177,0,No,Yes,Monday,Morning,Fall,November,2023,No,Fog,54,Witness,Medium,Recorded,Completed
INC00001167,2023-001167,2023-04-09,08:53:00,2023-04-06,22:15:00,Weapons Violation,Other,1S,Felony,Other,6126 Main St,40.690977,-74.143775,West,19A,Riverside,29448,12,1,55-64,Female,Other,1,Unknown,Unknown,Hispanic,Yes,2023-04-17,Yes,Suspended,Unfounded,Unknown,No,No,No,Yes,0,0,No,OFF0464,1,152,3,No,No,Tuesday,Night,Spring,April,2023,No,Rain,50,Anonymous,Medium,Recorded,Completed
INC00001168,2023-001168,2023-04-30,08:37:00,2023-04-30,18:15:00,Sexual Assault,Violent,7Q,Felony,Residence,7607 Main St,40.617332,-73.877667,North,15E,Eastbrook,33784,12,4,0-17,Unknown,Black,0,18-24,Unknown,Unknown,No,,Yes,Closed - Cleared,Arrest,Unknown,No,No,No,No,0,0,Yes,OFF0182,2,139,3,No,Yes,Tuesday,Evening,Spring,May,2023,No,Snow,33,Anonymous,High,Not Applicable / Pending,Not Applicable
INC00001169,2023-001169,2023-11-13,12:25:00,2023-11-12,22:38:00,Drug Offense,Other,9W,Misdemeanor,Park,2778 Cedar St,40.92543,-74.186192,North,13C,Oak Park,88210,1,2,65+,Unknown,Black,2,45-54,Unknown,White,Yes,2024-01-20,Yes,Closed - Cleared,Unknown,Unknown,No,No,No,No,0,0,No,OFF0193,2,46,4,Yes,No,Wednesday,Night,Fall,November,2023,No,Snow,39,Officer,Medium,Recorded,Completed
INC00001170,2023-001170,2023-12-09,05:38:00,2023-12-05,08:42:00,Assault,Violent,8T,Misdemeanor,Residence,8823 Maple St,40.596691,-73.932715,South,8C,Riverside,56986,3,1,25-34,Unknown,Other,3,Unknown,Unknown,Other,No,,Yes,Closed - Unfounded,Arrest,Unknown,No,No,No,No,0,0,No,OFF0435,1,57,2,No,No,Monday,Morning,Winter,December,2023,No,Rain,72,Third Party,Medium,Not Applicable / Pending,Not Applicable
INC00001171,2023-001171,2023-02-07,12:44:00,2023-02-04,13:06:00,Arson,Other,4R,Infraction,Transit,9676 Pine St,40.860304,-74.251634,Central,14B,Oak Park,70535,15,1,35-44,Unknown,Other,0,55+,Male,Other,No,,No,Closed - Arrested,Unknown,Unknown,Yes,No,No,Yes,14175,0,No,OFF0249,3,123,1,No,No,Thursday,Afternoon,Winter,February,2023,No,Rain,64,Officer,Low,Not Applicable / Pending,Not Applicable
INC00001172,2023-001172,2023-10-04,04:28:00,2023-10-04,16:57:00,Vehicle Theft,Property,5M,Felony,Transit,6423 Maple St,40.766902,-74.128712,Central,6E,Downtown Core,73898,15,2,45-54,Female,White,0,Unknown,Unknown,Unknown,Yes,,Yes,Closed - Cleared,Unfounded,Unknown,No,No,No,No,0,1,No,OFF0065,1,19,3,No,Yes,Friday,Afternoon,Fall,October,2023,No,Clear,79,Anonymous,High,Not Applicable / Pending,Pending
INC00001173,2023-001173,2023-02-17,03:22:00,2023-02-11,13:12:00,Vandalism,Other,7S,Infraction,Bank,5875 Maple St,40.814484,-73.839346,Central,13E,Harbor District,78002,2,4,Unknown,Female,Other,0,Unknown,Unknown,Unknown,Yes,2023-03-29,No,Suspended,Arrest,Unknown,No,No,No,Yes,16819,0,No,OFF0284,2,115,2,No,No,Sunday,Afternoon,Winter,February,2023,No,Fog,70,Anonymous,Low,Recorded,Completed
INC00001174,2023-001174,2023-05-23,15:39:00,2023-05-20,13:32:00,Fraud,Other,6C,Infraction,Transit,9093 Main St,40.672946,-73.977653,Central,12B,Midtown,23461,2,4,Unknown,Unknown,Unknown,2,55+,Unknown,Unknown,No,,No,Closed - Cleared,Unknown,Unknown,Yes,No,No,Yes,16794,0,No,OFF0466,3,90,3,Yes,No,Thursday,Afternoon,Spring,May,2023,No,Snow,64,Officer,Low,Not Applicable / Pending,Not Applicable
INC00001175,2023-001175,2023-04-09,02:01:00,2023-04-03,17:50:00,Fraud,Other,2P,Infraction,Residence,7629 Cedar St,40.640849,-73.769532,South,13E,Harbor District,61632,14,2,65+,Unknown,Hispanic,1,Unknown,Unknown,Asian,No,,Yes,Closed - Cleared,Unknown,Unknown,No,No,No,Yes,0,0,No,OFF0274,2,28,4,No,No,Tuesday,Evening,Spring,April,2023,No,Cloudy,45,Victim,Low,Not Applicable / Pending,Not Applicable
INC00001176,2023-001176,2023-06-20,14:44:00,2023-06-19,21:44:00,Robbery,Property,8Y,Misdemeanor,Other,5240 Maple St,40.688147,-74.009167,Suburbs,10B,Riverside,98573,15,4,18-24,Female,Black,0,35-44,Unknown,Unknown,Yes,,No,Under Investigation,Exceptional,Firearm,No,No,No,No,43530,0,Yes,OFF0339,3,75,0,Yes,No,Thursday,Night,Summer,June,2023,No,Fog,43,Third Party,Medium,Not Applicable / Pending,Pending
INC00001177,2023-001177,2023-04-08,20:10:00,2023-04-02,01:38:00,Arson,Other,6G,Infraction,Convenience Store,1889 Cedar St,40.687328,-73.856668,West,18C,Westside,12497,9,3,55-64,Unknown,Black,2,45-54,Unknown,Unknown,Yes,2023-06-24,No,Under Investigation,Unknown,Firearm,No,No,No,Yes,0,0,No,OFF0360,3,70,2,Yes,No,Monday,Night,Spring,April,2023,No,Rain,45,Witness,High,Recorded,Completed
INC00001178,2023-001178,2023-04-17,03:31:00,2023-04-15,01:32:00,Homicide,Violent,4O,Misdemeanor,Other,1356 Oak St,40.661359,-74.221844,Suburbs,9B,Riverside,20272,6,1,18-24,Male,Black,0,25-34,Unknown,Unknown,Yes,,No,Suspended,Unknown,Blunt Object,No,No,No,No,16117,0,No,OFF0188,2,153,3,No,No,Wednesday,Night,Spring,April,2023,No,Snow,58,Anonymous,High,Not Applicable / Pending,Pending
INC00001179,2023-001179,2023-09-23,04:50:00,2023-09-18,08:11:00,Homicide,Violent,7Q,Felony,Mall,3280 Elm St,40.531725,-73.965722,West,20C,Eastbrook,17478,6,3,0-17,Male,Unknown,0,18-24,Female,Black,Yes,2023-10-20,No,Closed - Cleared,Unknown,Unknown,No,No,No,Yes,35752,0,No,OFF0156,3,123,3,No,No,Monday,Morning,Fall,September,2023,No,Clear,52,Third Party,Medium,Recorded,Completed
INC00001180,2023-001180,2023-11-11,16:43:00,2023-11-11,13:23:00,Theft,Property,1W,Felony,Bank,5271 Elm St,40.873978,-73.920892,Downtown,4D,Hillside,89326,6,3,45-54,Unknown,Other,1,Unknown,Female,White,No,,No,Open,Arrest,Unknown,Yes,No,No,No,24968,0,Yes,OFF0475,3,145,3,Yes,No,Monday,Afternoon,Fall,November,2023,No,Fog,80,Victim,Low,Not Applicable / Pending,Not Applicable
INC00001181,2023-001181,2023-04-23,16:34:00,2023-04-20,01:31:00,Vandalism,Other,8M,Misdemeanor,Bank,9930 Cedar St,40.64877,-74.020849,Downtown,7E,Oak Park,92505,1,4,18-24,Female,Asian,2,45-54,Unknown,Unknown,No,,No,Suspended,Unfounded,Unknown,No,Yes,No,No,35523,0,No,OFF0486,3,148,4,Yes,No,Tuesday,Night,Spring,April,2023,No,Cloudy,35,Third Party,Medium,Not Applicable / Pending,Not Applicable
INC00001182,2023-001182,2023-11-11,11:51:00,2023-11-05,20:23:00,Robbery,Property,3J,Felony,Mall,8363 Pine St,40.65195,-73.966361,West,5A,Midtown,66749,8,4,35-44,Unknown,Black,2,55+,Unknown,Unknown,No,,Yes,Open,Arrest,Unknown,No,No,No,No,19519,0,Yes,OFF0161,2,69,0,Yes,No,Monday,Evening,Fall,November,2023,No,Snow,59,Officer,High,Not Applicable / Pending,Not Applicable
INC00001183,2023-001183,2023-10-18,11:32:00,2023-10-18,15:03:00,Burglary,Property,3U,Infraction,Residence,1625 Oak St,40.642089,-73.955874,Suburbs,5A,Westside,10038,8,2,55-64,Unknown,White,2,25-34,Unknown,Other,No,,No,Suspended,Unknown,Unknown,No,No,No,No,41223,0,No,OFF0001,1,63,1,No,No,Friday,Afternoon,Fall,October,2023,No,Fog,74,Anonymous,High,Not Applicable / Pending,Not Applicable
INC00001184,2023-001184,2023-10-01,01:50:00,2023-10-01,21:26:00,Weapons Violation,Other,1R,Felony,School,2066 Main St,40.722983,-73.832234,Downtown,4A,Hillside,91456,11,3,35-44,Female,Asian,3,35-44,Unknown,Black,Yes,,No,Closed - Cleared,Unfounded,Unknown,Yes,No,No,Yes,0,0,No,OFF0254,3,101,1,No,No,Tuesday,Night,Fall,October,2023,No,Cloudy,68,Anonymous,Medium,Not Applicable / Pending,Pending
INC00001185,2023-001185,2023-07-06,06:54:00,2023-06-30,17:37:00,Domestic Violence,Other,1H,Infraction,Transit,647 Elm St,40.705757,-74.212638,East,2D,Harbor District,79725,10,3,25-34,Unknown,Other,0,Unknown,Unknown,Unknown,No,,No,Under Investigation,Exceptional,Blunt Object,No,No,No,No,44931,0,Yes,OFF0239,3,81,3,No,No,Saturday,Evening,Summer,July,2023,Yes,Fog,50,Officer,Low,Not Applicable / Pending,Not Applicable
INC00001186,2023-001186,2023-05-10,09:39:00,2023-05-09,20:27:00,Domestic Violence,Other,6H,Infraction,School,3045 Oak St,40.793649,-73.86153,Suburbs,12D,Midtown,80820,12,3,35-44,Female,Other,3,0-17,Female,Unknown,No,,No,Open,Unknown,Other,No,No,Yes,No,16497,0,No,OFF0017,3,100,1,No,Yes,Friday,Evening,Spring,May,2023,No,Rain,87,Anonymous,Medium,Not Applicable / Pending,Not Applicable
INC00001187,2023-001187,2023-08-20,16:05:00,2023-08-14,20:00:00,Vehicle Theft,Property,6I,Felony,Commercial,6022 Elm St,40.494987,-74.240327,Downtown,11C,Harbor District,37955,6,3,25-34,Unknown,Unknown,2,Unknown,Male,Asian,No,,No,Suspended,Unknown,Unknown,Yes,No,No,Yes,38032,1,No,OFF0209,2,110,2,Yes,Yes,Tuesday,Evening,Summer,August,2023,No,Rain,38,Anonymous,Medium,Not Applicable / Pending,Not Applicable
INC00001188,2023-001188,2023-11-09,23:41:00,2023-11-05,20:24:00,Domestic Violence,Other,6A,Felony,Transit,9684 Main St,40.871065,-73.911638,Central,10A,Riverside,11947,3,2,0-17,Unknown,Asian,3,35-44,Unknown,Unknown,No,,No,Under Investigation,Unknown,Unknown,No,No,No,Yes,0,0,No,OFF0494,1,9,2,No,No,Saturday,Evening,Fall,November,2023,No,Rain,45,Anonymous,Medium,Not Applicable / Pending,Not Applicable
INC00001189,2023-001189,2023-11-12,09:49:00,2023-11-07,02:31:00,Domestic Violence,Other,2G,Felony,Street,5339 Cedar St,40.815949,-74.007472,Suburbs,1E,Hillside,57774,2,1,0-17,Male,Black,3,45-54,Unknown,Asian,No,,No,Under Investigation,Unknown,Knife,No,No,No,Yes,1546,0,Yes,OFF0112,3,1,1,No,Yes,Tuesday,Night,Fall,November,2023,No,Snow,41,Officer,Medium,Not Applicable / Pending,Not Applicable
INC00001190,2023-001190,2023-02-27,19:42:00,2023-02-23,23:52:00,Domestic Violence,Other,3R,Infraction,Convenience Store,4490 Pine St,40.860463,-74.129258,North,4B,Westside,82129,11,4,25-34,Female,White,3,Unknown,Male,White,Yes,,Yes,Open,Exceptional,Unknown,Yes,No,No,Yes,41795,0,No,OFF0154,3,62,4,Yes,No,Wednesday,Night,Winter,February,2023,No,Fog,84,Anonymous,High,Not Applicable / Pending,Pending
INC00001191,2023-001191,2023-07-11,17:24:00,2023-07-08,11:11:00,Vandalism,Other,8J,Felony,Residence,2460 Cedar St,40.635398,-74.009303,East,8B,Harbor District,63267,13,3,35-44,Male,Other,0,25-34,Unknown,Unknown,No,,Yes,Closed - Cleared,Unknown,Unknown,No,No,No,Yes,37339,0,No,OFF0468,1,71,4,Yes,Yes,Thursday,Morning,Summer,July,2023,No,Cloudy,85,Third Party,Low,Not Applicable / Pending,Not Applicable
INC00001192,2023-001192,2023-04-07,22:34:00,2023-04-01,16:09:00,Drug Offense,Other,5U,Infraction,Bank,7675 Main St,40.866755,-73.928957,West,7B,Oak Park,52832,14,1,18-24,Female,Asian,2,Unknown,Unknown,Black,Yes,2023-05-07,No,Closed - Arrested,Unknown,Other,Yes,No,No,No,0,0,No,OFF0107,3,22,0,Yes,No,Sunday,Afternoon,Spring,April,2023,No,Rain,42,Witness,Medium,Recorded,Completed
INC00001193,2023-001193,2023-04-08,09:47:00,2023-04-07,14:27:00,Vehicle Theft,Property,4S,Misdemeanor,Mall,5991 Main St,40.555282,-74.185554,Suburbs,13E,Harbor District,38114,12,4,45-54,Unknown,Hispanic,1,18-24,Male,Other,No,,Yes,Suspended,Unknown,Unknown,No,No,No,Yes,25717,1,Yes,OFF0009,3,190,4,Yes,Yes,Monday,Afternoon,Spring,April,2023,No,Fog,31,Third Party,High,Not Applicable / Pending,Not Applicable
INC00001194,2023-001194,2023-04-14,20:43:00,2023-04-08,23:42:00,Cybercrime,Other,5T,Infraction,Residence,9622 Maple St,40.502342,-73.817838,North,13B,Oak Park,32186,4,2,25-34,Unknown,White,0,35-44,Female,Hispanic,No,,No,Closed - Arrested,Unfounded,Firearm,Yes,No,No,Yes,0,0,No,OFF0040,2,34,3,Yes,Yes,Sunday,Night,Spring,April,2023,No,Clear,70,Anonymous,Medium,Not Applicable / Pending,Not Applicable
INC00001195,2023-001195,2023-05-01,14:59:00,2023-04-28,10:18:00,Robbery,Property,6W,Infraction,Hospital,1421 Maple St,40.823216,-74.183583,North,20C,Midtown,77122,5,4,0-17,Unknown,Black,0,Unknown,Unknown,Black,No,,No,Open,Unknown,Unknown,Yes,No,No,No,14901,0,Yes,OFF0302,3,117,1,Yes,Yes,Wednesday,Morning,Spring,May,2023,No,Fog,72,Victim,High,Not Applicable / Pending,Not Applicable
INC00001196,2023-001196,2023-03-15,08:23:00,2023-03-10,10:38:00,Theft,Property,9Q,Infraction,Parking Lot,3657 Oak St,40.557041,-73.856257,Suburbs,15D,Midtown,74500,11,3,35-44,Unknown,Hispanic,0,25-34,Unknown,Unknown,No,,Yes,Open,Arrest,Unknown,No,Yes,No,Yes,0,0,No,OFF0429,2,86,4,No,Yes,Friday,Morning,Spring,March,2023,No,Rain,37,Anonymous,High,Not Applicable / Pending,Not Applicable
INC00001197,2023-001197,2023-04-01,04:53:00,2023-03-29,20:19:00,Robbery,Property,5I,Infraction,Residence,856 Maple St,40.632128,-73.828166,Downtown,4B,Downtown Core,58876,2,1,25-34,Male,Other,3,Unknown,Unknown,Unknown,Yes,,No,Closed - Cleared,Unknown,Unknown,No,No,Yes,Yes,0,0,No,OFF0255,2,79,1,No,No,Monday,Evening,Spring,April,2023,No,Fog,40,Victim,Medium,Not Applicable / Pending,Pending
INC00001198,2023-001198,2023-05-04,18:55:00,2023-04-29,19:11:00,Weapons Violation,Other,6Z,Infraction,School,2309 Cedar St,40.88414,-74.08237,South,1C,Riverside,70213,2,3,18-24,Female,Other,2,55+,Male,Hispanic,Yes,2023-06-16,No,Under Investigation,Unknown,Unknown,Yes,No,No,No,0,0,No,OFF0089,3,195,2,Yes,Yes,Saturday,Evening,Spring,May,2023,No,Clear,76,Anonymous,High,Recorded,Completed
